Date,Open,High,Low,Close,Volume
2021.07.13 14:00,136491.0,137344.0,136485.0,137264.0,2740521
2021.07.13 15:00,137264.0,137563.0,137067.0,137387.0,2007541
2021.07.13 16:00,137387.0,137542.0,137115.0,137243.0,1744250
2021.07.13 17:00,137243.0,137611.0,137179.0,137430.0,616658
2021.07.14 09:00,137547.0,138438.0,137323.0,138278.0,2696257
2021.07.14 10:00,138278.0,138838.0,138038.0,138358.0,3679007
2021.07.14 11:00,138358.0,138539.0,137744.0,137755.0,3079155
2021.07.14 12:00,137750.0,137936.0,137142.0,137462.0,2587750
2021.07.14 13:00,137462.0,137926.0,137392.0,137558.0,2180131
2021.07.14 14:00,137558.0,137675.0,137120.0,137302.0,2550873
2021.07.14 15:00,137307.0,137798.0,137232.0,137766.0,2205486
2021.07.14 16:00,137760.0,137830.0,137264.0,137520.0,1908574
2021.07.14 17:00,137515.0,137718.0,137360.0,137622.0,788026
2021.07.15 09:00,137163.0,137611.0,136955.0,137206.0,2329089
2021.07.15 10:00,137206.0,138139.0,137051.0,137584.0,4249491
2021.07.15 11:00,137584.0,138027.0,137275.0,137451.0,2998975
2021.07.15 12:00,137451.0,137467.0,136597.0,136699.0,2457513
2021.07.15 13:00,136699.0,136827.0,136395.0,136747.0,2190204
2021.07.15 14:00,136747.0,136763.0,135947.0,135952.0,2427367
2021.07.15 15:00,135952.0,136501.0,135813.0,136405.0,2179943
2021.07.15 16:00,136405.0,136651.0,136267.0,136533.0,1762517
2021.07.15 17:00,136539.0,136619.0,136363.0,136603.0,533933
2021.07.16 09:00,136709.0,137067.0,136651.0,136998.0,2000863
2021.07.16 10:00,136998.0,137120.0,136304.0,136501.0,2997593
2021.07.16 11:00,136501.0,136736.0,136155.0,136709.0,2978052
2021.07.16 12:00,136709.0,136715.0,136101.0,136208.0,2025276
2021.07.16 13:00,136208.0,136261.0,135952.0,136133.0,1582641
2021.07.16 14:00,136139.0,136224.0,135664.0,135744.0,1975070
2021.07.16 15:00,135744.0,135755.0,135365.0,135445.0,1802915
2021.07.16 16:00,135451.0,135477.0,134613.0,134816.0,2226371
2021.07.16 17:00,134811.0,134944.0,134677.0,134907.0,789599
2021.07.19 09:00,133088.0,133344.0,132554.0,132800.0,2433713
2021.07.19 10:00,132794.0,133440.0,132709.0,133072.0,3670376
2021.07.19 11:00,133072.0,133088.0,132271.0,132357.0,3604328
2021.07.19 12:00,132351.0,133072.0,132266.0,132896.0,2478116
2021.07.19 13:00,132896.0,132896.0,132074.0,132218.0,2208444
2021.07.19 14:00,132218.0,132485.0,131925.0,132021.0,2552947
2021.07.19 15:00,132021.0,132586.0,131994.0,132351.0,2170729
2021.07.19 16:00,132346.0,133082.0,132277.0,133066.0,2109412
2021.07.19 17:00,133066.0,133557.0,132933.0,133418.0,991890
2021.07.20 09:00,134080.0,134213.0,132992.0,133125.0,2275050
2021.07.20 10:00,133120.0,133338.0,132186.0,133312.0,4517677
2021.07.20 11:00,133306.0,133866.0,133162.0,133573.0,3456031
2021.07.20 12:00,133573.0,133674.0,133098.0,133381.0,2441132
2021.07.20 13:00,133376.0,133824.0,133045.0,133765.0,2320785
2021.07.20 14:00,133770.0,133813.0,133141.0,133504.0,2107411
2021.07.20 15:00,133504.0,134394.0,133381.0,134336.0,2411338
2021.07.20 16:00,134341.0,134485.0,133978.0,134010.0,1732426
2021.07.20 17:00,134016.0,134304.0,133973.0,133973.0,698359
2021.07.21 09:00,134154.0,134560.0,133920.0,134154.0,2392330
2021.07.21 10:00,134154.0,134944.0,134021.0,134869.0,3627774
2021.07.21 11:00,134864.0,134933.0,133941.0,134266.0,2941940
2021.07.21 12:00,134261.0,134634.0,134122.0,134517.0,2351570
2021.07.21 13:00,134517.0,134741.0,134373.0,134517.0,1496298
2021.07.21 14:00,134517.0,134784.0,134421.0,134522.0,1512354
2021.07.21 15:00,134522.0,134704.0,134133.0,134640.0,1818993
2021.07.21 16:00,134640.0,134955.0,134560.0,134768.0,1693767
2021.07.21 17:00,134768.0,134965.0,134699.0,134875.0,613460
2021.07.22 09:00,134901.0,135157.0,134368.0,134693.0,2179530
2021.07.22 10:00,134688.0,134875.0,134240.0,134309.0,3409954
2021.07.22 11:00,134304.0,134570.0,134090.0,134229.0,2570668
2021.07.22 12:00,134229.0,134512.0,134138.0,134304.0,1832791
2021.07.22 13:00,134304.0,134709.0,134298.0,134565.0,1691840
2021.07.22 14:00,134565.0,135083.0,134400.0,135045.0,1732421
2021.07.22 15:00,135045.0,135296.0,134987.0,135115.0,1790939
2021.07.22 16:00,135109.0,135136.0,134816.0,135061.0,1469775
2021.07.22 17:00,135067.0,135179.0,135029.0,135035.0,584910
2021.07.23 09:00,135381.0,135429.0,134869.0,135077.0,1534629
2021.07.23 10:00,135072.0,135083.0,134250.0,134298.0,2956536
2021.07.23 11:00,134298.0,134432.0,134128.0,134373.0,2029477
2021.07.23 12:00,134373.0,134394.0,133472.0,133872.0,2092192
2021.07.23 13:00,133872.0,134005.0,133365.0,133402.0,1411396
2021.07.23 14:00,133408.0,133818.0,133232.0,133669.0,1821491
2021.07.23 15:00,133669.0,133765.0,133018.0,133424.0,1957214
2021.07.23 16:00,133418.0,133717.0,133322.0,133664.0,1500787
2021.07.23 17:00,133658.0,133802.0,133285.0,133338.0,724635
2021.07.26 09:00,133472.0,133765.0,133370.0,133690.0,1582895
2021.07.26 10:00,133690.0,134736.0,133584.0,134699.0,3047328
2021.07.26 11:00,134693.0,134891.0,134554.0,134880.0,2257800
2021.07.26 12:00,134880.0,135040.0,134763.0,134811.0,1444652
2021.07.26 13:00,134811.0,134923.0,134666.0,134816.0,1399029
2021.07.26 14:00,134816.0,134837.0,134506.0,134650.0,1612732
2021.07.26 15:00,134650.0,134907.0,134533.0,134544.0,1675874
2021.07.26 16:00,134549.0,134768.0,134357.0,134763.0,1743649
2021.07.26 17:00,134763.0,134763.0,134506.0,134650.0,543673
2021.07.27 09:00,134277.0,134373.0,133824.0,134000.0,1645633
2021.07.27 10:00,134000.0,134277.0,133397.0,133600.0,3476194
2021.07.27 11:00,133600.0,133749.0,133173.0,133568.0,2929589
2021.07.27 12:00,133568.0,133728.0,132746.0,132901.0,2378712
2021.07.27 13:00,132906.0,132917.0,132501.0,132602.0,1875329
2021.07.27 14:00,132602.0,132656.0,132229.0,132373.0,1835791
2021.07.27 15:00,132373.0,132917.0,132319.0,132858.0,1823334
2021.07.27 16:00,132858.0,133365.0,132816.0,133349.0,1582686
2021.07.27 17:00,133349.0,133349.0,133050.0,133104.0,699542
2021.07.28 09:00,133632.0,134224.0,133616.0,133984.0,1617745
2021.07.28 10:00,133984.0,134736.0,133962.0,134629.0,3575455
2021.07.28 11:00,134629.0,134752.0,133610.0,133866.0,2946096
2021.07.28 12:00,133861.0,134336.0,133802.0,134288.0,2107722
2021.07.28 13:00,134288.0,134709.0,134192.0,134346.0,1642898
2021.07.28 14:00,134341.0,134538.0,133792.0,134410.0,1963378
2021.07.28 15:00,134410.0,135552.0,133941.0,135360.0,3198147
2021.07.28 16:00,135360.0,135419.0,134853.0,135024.0,1550364
2021.07.28 17:00,135024.0,135216.0,134747.0,134747.0,703975
2021.07.29 09:00,134864.0,135643.0,134821.0,135109.0,1905200
2021.07.29 10:00,135104.0,135216.0,133914.0,133936.0,3995606
2021.07.29 11:00,133941.0,134218.0,133504.0,133781.0,3034864
2021.07.29 12:00,133776.0,134373.0,133648.0,134357.0,2132611
2021.07.29 13:00,134357.0,134442.0,133994.0,134181.0,1975735
2021.07.29 14:00,134176.0,134336.0,133946.0,134240.0,1552473
2021.07.29 15:00,134240.0,134666.0,134112.0,134373.0,2181951
2021.07.29 16:00,134373.0,134602.0,134266.0,134362.0,1625809
2021.07.29 17:00,134362.0,134405.0,133877.0,133877.0,887059
2021.07.30 09:00,133184.0,133488.0,132672.0,133109.0,2203206
2021.07.30 10:00,133114.0,133616.0,132693.0,133232.0,3510084
2021.07.30 11:00,133226.0,133253.0,132149.0,132191.0,3080643
2021.07.30 12:00,132191.0,132389.0,131983.0,132165.0,1848700
2021.07.30 13:00,132159.0,132383.0,131535.0,131642.0,1825303
2021.07.30 14:00,131647.0,131647.0,130970.0,131109.0,2419851
2021.07.30 15:00,131114.0,131157.0,130340.0,130783.0,2448858
2021.07.30 16:00,130778.0,130895.0,129972.0,130138.0,2354267
2021.07.30 17:00,130132.0,130517.0,129940.0,130517.0,967298
2021.08.02 09:00,131962.0,131967.0,131466.0,131866.0,1824976
2021.08.02 10:00,131866.0,132992.0,131791.0,132986.0,3104529
2021.08.02 11:00,132981.0,133146.0,132533.0,132661.0,2904096
2021.08.02 12:00,132656.0,133034.0,132186.0,132202.0,2202476
2021.08.02 13:00,132202.0,133018.0,131914.0,132613.0,2368415
2021.08.02 14:00,132618.0,132901.0,132218.0,132565.0,2296920
2021.08.02 15:00,132565.0,132656.0,131797.0,131802.0,2466069
2021.08.02 16:00,131797.0,132111.0,131023.0,131274.0,2498026
2021.08.02 17:00,131279.0,131413.0,130138.0,131413.0,1507606
2021.08.03 09:00,131455.0,131733.0,130026.0,130991.0,3015559
2021.08.03 10:00,130986.0,131381.0,129338.0,129487.0,4652122
2021.08.03 11:00,129492.0,129908.0,129039.0,129796.0,3289714
2021.08.03 12:00,129791.0,131141.0,129770.0,130885.0,2513134
2021.08.03 13:00,130879.0,131487.0,130570.0,131413.0,1880268
2021.08.03 14:00,131407.0,131818.0,130970.0,131098.0,2270663
2021.08.03 15:00,131103.0,131861.0,131071.0,131615.0,1984417
2021.08.03 16:00,131615.0,132309.0,131578.0,132005.0,1726057
2021.08.03 17:00,131999.0,132047.0,131466.0,131466.0,684345
2021.08.04 09:00,131466.0,132095.0,131141.0,131551.0,2948102
2021.08.04 10:00,131551.0,131663.0,130687.0,130927.0,4280187
2021.08.04 11:00,130938.0,130938.0,129786.0,130298.0,3486187
2021.08.04 12:00,130298.0,130362.0,129231.0,129567.0,2289384
2021.08.04 13:00,129567.0,130154.0,129482.0,129812.0,1796759
2021.08.04 14:00,129807.0,130677.0,129807.0,130634.0,2215913
2021.08.04 15:00,130639.0,130911.0,130180.0,130426.0,2042475
2021.08.04 16:00,130426.0,130709.0,130010.0,130090.0,1688904
2021.08.04 17:00,130090.0,130276.0,129786.0,130175.0,787531
2021.08.05 09:00,131487.0,132074.0,131450.0,131690.0,1836966
2021.08.05 10:00,131685.0,132074.0,131226.0,131706.0,3934096
2021.08.05 11:00,131701.0,132074.0,131151.0,131557.0,3176728
2021.08.05 12:00,131557.0,131717.0,130783.0,130933.0,2379726
2021.08.05 13:00,130938.0,131167.0,130372.0,130426.0,1968635
2021.08.05 14:00,130431.0,130501.0,129796.0,130143.0,2101487
2021.08.05 15:00,130148.0,130319.0,129332.0,129663.0,2303879
2021.08.05 16:00,129658.0,130138.0,129567.0,129850.0,1646609
2021.08.05 17:00,129850.0,130004.0,128911.0,129194.0,935299
2021.08.06 09:00,129642.0,130260.0,129194.0,130010.0,2342720
2021.08.06 10:00,130010.0,130885.0,129951.0,130404.0,3380482
2021.08.06 11:00,130404.0,130618.0,129791.0,130501.0,2550868
2021.08.06 12:00,130501.0,131461.0,130308.0,131311.0,2166209
2021.08.06 13:00,131311.0,131530.0,130959.0,131295.0,1807586
2021.08.06 14:00,131301.0,131722.0,131125.0,131125.0,1476398
2021.08.06 15:00,131130.0,131413.0,131061.0,131146.0,1423541
2021.08.06 16:00,131146.0,131253.0,130981.0,131183.0,1247103
2021.08.06 17:00,131178.0,131295.0,131034.0,131295.0,610396
2021.08.09 09:00,130687.0,130783.0,130324.0,130517.0,1539604
2021.08.09 10:00,130517.0,131823.0,130453.0,131754.0,3435213
2021.08.09 11:00,131754.0,131807.0,130527.0,130570.0,3303322
2021.08.09 12:00,130565.0,131493.0,130501.0,131290.0,2386197
2021.08.09 13:00,131290.0,131466.0,131045.0,131274.0,1690615
2021.08.09 14:00,131274.0,132063.0,131194.0,131743.0,2280061
2021.08.09 15:00,131743.0,131946.0,131498.0,131514.0,1527397
2021.08.09 16:00,131509.0,131685.0,131167.0,131205.0,1396834
2021.08.09 17:00,131205.0,131317.0,130922.0,131237.0,781753
2021.08.10 09:00,131525.0,131834.0,131333.0,131535.0,1861825
2021.08.10 10:00,131541.0,131919.0,131061.0,131557.0,4036444
2021.08.10 11:00,131557.0,131802.0,131167.0,131727.0,2924883
2021.08.10 12:00,131727.0,131925.0,131354.0,131407.0,2136628
2021.08.10 13:00,131413.0,131583.0,130933.0,131407.0,2064550
2021.08.10 14:00,131407.0,131466.0,130581.0,130810.0,2097472
2021.08.10 15:00,130810.0,131013.0,130479.0,130799.0,1871746
2021.08.10 16:00,130805.0,130879.0,130340.0,130437.0,1510304
2021.08.10 17:00,130437.0,130687.0,130314.0,130634.0,794646
2021.08.11 09:00,130927.0,131029.0,130010.0,130709.0,2560487
2021.08.11 10:00,130709.0,130778.0,129268.0,129530.0,4201279
2021.08.11 11:00,129530.0,129652.0,128932.0,129423.0,2746403
2021.08.11 12:00,129428.0,130314.0,129236.0,130250.0,2490198
2021.08.11 13:00,130250.0,130831.0,130122.0,130805.0,2021402
2021.08.11 14:00,130805.0,131114.0,130751.0,130975.0,1881686
2021.08.11 15:00,130975.0,130986.0,130666.0,130794.0,1658837
2021.08.11 16:00,130794.0,130879.0,130266.0,130394.0,1763777
2021.08.11 17:00,130388.0,130394.0,130079.0,130292.0,759823
2021.08.12 09:00,130570.0,130639.0,129642.0,129876.0,2147913
2021.08.12 10:00,129882.0,129882.0,129156.0,129514.0,3430469
2021.08.12 11:00,129519.0,129642.0,128586.0,129103.0,2951227
2021.08.12 12:00,129108.0,129572.0,129039.0,129492.0,1934874
2021.08.12 13:00,129492.0,130058.0,129434.0,129770.0,1801156
2021.08.12 14:00,129775.0,129876.0,129034.0,129162.0,2181762
2021.08.12 15:00,129156.0,129231.0,128815.0,129151.0,1934358
2021.08.12 16:00,129156.0,129348.0,128554.0,128676.0,1872567
2021.08.12 17:00,128676.0,128874.0,128415.0,128767.0,834280
2021.08.13 09:00,128970.0,129407.0,128794.0,129348.0,2225922
2021.08.13 10:00,129354.0,129370.0,128169.0,128255.0,3622473
2021.08.13 11:00,128255.0,128783.0,127956.0,128474.0,3140091
2021.08.13 12:00,128468.0,128975.0,128388.0,128970.0,2104043
2021.08.13 13:00,128970.0,129236.0,128660.0,129087.0,1780111
2021.08.13 14:00,129092.0,129343.0,128602.0,128666.0,1799183
2021.08.13 15:00,128666.0,129044.0,128436.0,128970.0,2097601
2021.08.13 16:00,128970.0,129444.0,128954.0,129183.0,1735614
2021.08.13 17:00,129183.0,129402.0,129092.0,129295.0,824062
2021.08.16 09:00,128607.0,128660.0,128036.0,128602.0,1605958
2021.08.16 10:00,128602.0,128831.0,127508.0,127663.0,3686397
2021.08.16 11:00,127668.0,127855.0,127295.0,127471.0,2887241
2021.08.16 12:00,127465.0,127625.0,126761.0,127023.0,2652527
2021.08.16 13:00,127017.0,127215.0,126633.0,127124.0,2152149
2021.08.16 14:00,127129.0,127567.0,127033.0,127247.0,2248883
2021.08.16 15:00,127247.0,127444.0,126815.0,127156.0,2309075
2021.08.16 16:00,127156.0,127311.0,126932.0,127060.0,2052921
2021.08.16 17:00,127060.0,127625.0,127023.0,127625.0,942804
2021.08.17 09:00,127289.0,127316.0,126351.0,126777.0,3006706
2021.08.17 10:00,126777.0,127087.0,125950.0,126110.0,4658910
2021.08.17 11:00,126105.0,126676.0,126004.0,126030.0,3498704
2021.08.17 12:00,126036.0,126383.0,125470.0,125561.0,2826348
2021.08.17 13:00,125566.0,125769.0,124484.0,124542.0,2856203
2021.08.17 14:00,124548.0,124980.0,123987.0,124414.0,3102945
2021.08.17 15:00,124414.0,125054.0,124249.0,124974.0,2731220
2021.08.17 16:00,124980.0,125646.0,124884.0,125620.0,2210179
2021.08.17 17:00,125614.0,125801.0,124953.0,124980.0,1321431
2021.08.18 09:00,125715.0,125794.0,124736.0,125133.0,2056038
2021.08.18 10:00,125128.0,125360.0,124208.0,125159.0,3808892
2021.08.18 11:00,125159.0,125170.0,124023.0,124578.0,3539711
2021.08.18 12:00,124578.0,124948.0,124229.0,124773.0,2756307
2021.08.18 13:00,124768.0,125424.0,124361.0,125424.0,2146419
2021.08.18 14:00,125418.0,126555.0,125376.0,126037.0,2487281
2021.08.18 15:00,126037.0,126349.0,125064.0,125138.0,2708352
2021.08.18 16:00,125138.0,125482.0,123859.0,123949.0,2453046
2021.08.18 17:00,123954.0,124107.0,123156.0,123674.0,1138909
2021.08.19 09:00,121813.0,122500.0,121416.0,122061.0,2619569
2021.08.19 10:00,122066.0,123235.0,122061.0,123050.0,4095107
2021.08.19 11:00,123050.0,123452.0,122310.0,122955.0,3723206
2021.08.19 12:00,122955.0,123742.0,122595.0,123663.0,3035818
2021.08.19 13:00,123663.0,124451.0,123547.0,124261.0,2364269
2021.08.19 14:00,124261.0,125212.0,123854.0,124361.0,3067453
2021.08.19 15:00,124361.0,124874.0,124054.0,124758.0,2816040
2021.08.19 16:00,124758.0,125059.0,124557.0,124715.0,2274045
2021.08.19 17:00,124715.0,125033.0,124573.0,124816.0,932057
2021.08.20 09:00,124012.0,124213.0,123367.0,123399.0,2046538
2021.08.20 10:00,123399.0,124261.0,123108.0,124007.0,4305823
2021.08.20 11:00,124007.0,124557.0,123774.0,124472.0,3344389
2021.08.20 12:00,124472.0,125107.0,124393.0,124890.0,2136242
2021.08.20 13:00,124884.0,125646.0,124858.0,125498.0,1709582
2021.08.20 14:00,125492.0,125529.0,125064.0,125503.0,1774365
2021.08.20 15:00,125508.0,126000.0,125440.0,125651.0,1807133
2021.08.20 16:00,125646.0,125863.0,125281.0,125529.0,1727415
2021.08.20 17:00,125529.0,125789.0,125355.0,125762.0,780998
2021.08.23 09:00,126148.0,126460.0,125736.0,125773.0,1866614
2021.08.23 10:00,125773.0,125958.0,125017.0,125455.0,3947551
2021.08.23 11:00,125450.0,125551.0,125017.0,125487.0,3123771
2021.08.23 12:00,125487.0,125672.0,124562.0,124742.0,2832782
2021.08.23 13:00,124742.0,125027.0,124504.0,124985.0,1573525
2021.08.23 14:00,124985.0,125445.0,124869.0,125070.0,1981596
2021.08.23 15:00,125070.0,125270.0,124800.0,125133.0,1896881
2021.08.23 16:00,125128.0,125424.0,125054.0,125096.0,1709944
2021.08.23 17:00,125096.0,125181.0,124546.0,124837.0,1257525
2021.08.24 09:00,125736.0,126423.0,125704.0,126296.0,1827353
2021.08.24 10:00,126296.0,127317.0,126264.0,127089.0,3385967
2021.08.24 11:00,127089.0,128041.0,126931.0,127856.0,3017471
2021.08.24 12:00,127856.0,128125.0,127650.0,127671.0,1923108
2021.08.24 13:00,127671.0,127951.0,127491.0,127750.0,2202993
2021.08.24 14:00,127750.0,128088.0,127655.0,127755.0,2124001
2021.08.24 15:00,127750.0,128205.0,127713.0,128051.0,1812281
2021.08.24 16:00,128051.0,128088.0,127613.0,127745.0,1496340
2021.08.24 17:00,127750.0,128236.0,127644.0,128236.0,963863
2021.08.25 09:00,128099.0,128173.0,127227.0,127322.0,2435250
2021.08.25 10:00,127327.0,127549.0,126724.0,127116.0,3443069
2021.08.25 11:00,127121.0,127581.0,127057.0,127269.0,2891923
2021.08.25 12:00,127269.0,127607.0,127116.0,127359.0,2171416
2021.08.25 13:00,127359.0,127443.0,127005.0,127168.0,1598461
2021.08.25 14:00,127163.0,127576.0,127100.0,127565.0,1623987
2021.08.25 15:00,127560.0,128289.0,127512.0,128162.0,2301844
2021.08.25 16:00,128162.0,128527.0,127977.0,128448.0,1722818
2021.08.25 17:00,128448.0,128570.0,128221.0,128358.0,784178
2021.08.26 09:00,127999.0,128141.0,127507.0,127671.0,1813878
2021.08.26 10:00,127671.0,128453.0,127517.0,128427.0,3782283
2021.08.26 11:00,128432.0,128538.0,127539.0,127634.0,3521201
2021.08.26 12:00,127634.0,127639.0,126904.0,127317.0,2699413
2021.08.26 13:00,127317.0,127618.0,127116.0,127258.0,1742565
2021.08.26 14:00,127253.0,127438.0,126867.0,126920.0,1897550
2021.08.26 15:00,126920.0,126962.0,126571.0,126650.0,1974670
2021.08.26 16:00,126645.0,126931.0,126196.0,126328.0,2361969
2021.08.26 17:00,126328.0,126439.0,125863.0,126439.0,1011580
2021.08.27 09:00,126872.0,127026.0,126587.0,126931.0,1715538
2021.08.27 10:00,126925.0,127380.0,126529.0,127190.0,3326045
2021.08.27 11:00,127190.0,127829.0,127063.0,127586.0,2811987
2021.08.27 12:00,127586.0,127977.0,127290.0,127819.0,1933908
2021.08.27 13:00,127819.0,128078.0,127655.0,127988.0,1378269
2021.08.27 14:00,127993.0,128078.0,127708.0,127951.0,1392423
2021.08.27 15:00,127946.0,128125.0,127766.0,127813.0,1550622
2021.08.27 16:00,127813.0,128358.0,127792.0,128337.0,1402229
2021.08.27 17:00,128332.0,128369.0,127787.0,127787.0,691854
2021.08.30 09:00,128073.0,128157.0,127475.0,127475.0,1419265
2021.08.30 10:00,127475.0,127919.0,126783.0,126872.0,3345784
2021.08.30 11:00,126872.0,127613.0,126857.0,127602.0,2534067
2021.08.30 12:00,127602.0,127877.0,127459.0,127803.0,2048769
2021.08.30 13:00,127798.0,127967.0,127560.0,127808.0,1632119
2021.08.30 14:00,127803.0,127835.0,127057.0,127100.0,2268339
2021.08.30 15:00,127100.0,127502.0,127026.0,127465.0,1621305
2021.08.30 16:00,127459.0,127496.0,127126.0,127211.0,1627865
2021.08.30 17:00,127205.0,127613.0,127105.0,127554.0,800758
2021.08.31 09:00,127089.0,127332.0,126682.0,127116.0,2218526
2021.08.31 10:00,127116.0,127729.0,126746.0,126899.0,3769135
2021.08.31 11:00,126899.0,127470.0,126872.0,127042.0,3097926
2021.08.31 12:00,127036.0,127306.0,126338.0,126370.0,2806458
2021.08.31 13:00,126370.0,126576.0,125646.0,125688.0,2375979
2021.08.31 14:00,125693.0,125878.0,125212.0,125350.0,2304692
2021.08.31 15:00,125350.0,125847.0,125255.0,125572.0,2006177
2021.08.31 16:00,125572.0,126026.0,125334.0,125746.0,1945221
2021.08.31 17:00,125741.0,126159.0,125704.0,126042.0,1042929
2021.09.01 09:00,126254.0,126534.0,125836.0,126502.0,2067617
2021.09.01 10:00,126502.0,126576.0,125434.0,126492.0,4229527
2021.09.01 11:00,126486.0,126867.0,126296.0,126756.0,2730418
2021.09.01 12:00,126756.0,126931.0,126032.0,126386.0,2515310
2021.09.01 13:00,126386.0,126825.0,126307.0,126592.0,1954122
2021.09.01 14:00,126587.0,127480.0,126529.0,127311.0,2162957
2021.09.01 15:00,127311.0,127539.0,126957.0,127015.0,1774566
2021.09.01 16:00,127020.0,127137.0,126735.0,126814.0,1815002
2021.09.01 17:00,126809.0,126825.0,125915.0,126021.0,1088954
2021.09.02 09:00,126460.0,126608.0,125979.0,126111.0,2326284
2021.09.02 10:00,126106.0,126180.0,124863.0,125075.0,4150482
2021.09.02 11:00,125075.0,125873.0,124943.0,125614.0,3302071
2021.09.02 12:00,125609.0,125979.0,125117.0,125360.0,2817817
